x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.10715244710445404,0.22193433344364166,1.698921181514379e-07,0.13350269198417664,0.20534712076187134,-0.00983406975865364,0.1530490666627884,0.1719793975353241,-0.01348944567143917,0.16111889481544495,0.13951271772384644,-0.016475368291139603,0.15497082471847534,0.11810064315795898,-0.019934367388486862,0.13808827102184296,0.11835402995347977,-0.008972253650426865,0.14344389736652374,0.07450583577156067,-0.017007194459438324,0.14520476758480072,0.04681778699159622,-0.02420893870294094,0.14575280249118805,0.02132382243871689,-0.02962876483798027,0.12129668891429901,0.11466048657894135,-0.010427379049360752,0.12725688517093658,0.06739157438278198,-0.017595194280147552,0.130679652094841,0.03682209551334381,-0.02465347945690155,0.13310909271240234,0.01073039323091507,-0.029931338503956795,0.10438975691795349,0.11999104917049408,-0.01310673076659441,0.10938803851604462,0.07628731429576874,-0.020596463233232498,0.11358005553483963,0.048413604497909546,-0.026574281975626945,0.1177087053656578,0.02503325045108795,-0.030682595446705818,0.08637592196464539,0.13280892372131348,-0.016726363450288773,0.08885009586811066,0.09827064722776413,-0.024318980053067207,0.091987244784832,0.07550842314958572,-0.02818242833018303,0.09581562876701355,0.05469667911529541,-0.03061525523662567,hello
0.09920254349708557,0.24016323685646057,1.5304627254408842e-07,0.12743404507637024,0.22220176458358765,-0.009792858734726906,0.14735284447669983,0.18945027887821198,-0.013640680350363255,0.15617799758911133,0.1577501893043518,-0.017191627994179726,0.1505861133337021,0.1337360292673111,-0.021274829283356667,0.13428983092308044,0.13527368009090424,-0.008280512876808643,0.13936486840248108,0.09013651311397552,-0.01703396439552307,0.1408688724040985,0.0624360516667366,-0.0246485136449337,0.14117592573165894,0.03764406591653824,-0.03010411374270916,0.11754686385393143,0.13160525262355804,-0.010288297198712826,0.12347371131181717,0.08251191675662994,-0.018181415274739265,0.12615671753883362,0.04931391030550003,-0.025758231058716774,0.12789371609687805,0.0205434188246727,-0.03134050965309143,0.10069441050291061,0.13774748146533966,-0.013740499503910542,0.1059693843126297,0.09351758658885956,-0.02204384095966816,0.10993912070989609,0.06503389030694962,-0.028212159872055054,0.11398106813430786,0.04070588946342468,-0.03232970088720322,0.0823989063501358,0.1515342891216278,-0.01818542741239071,0.08456382155418396,0.11649474501609802,-0.02627764269709587,0.08801734447479248,0.09390540421009064,-0.03005266934633255,0.0926784798502922,0.07388757169246674,-0.03241671249270439,hello
0.3176279664039612,0.6646770238876343,1.6881375586308422e-07,0.3451760411262512,0.6438357830047607,-0.008815170265734196,0.36367836594581604,0.6097241044044495,-0.012246730737388134,0.3751886785030365,0.5749314427375793,-0.015834907069802284,0.3802148699760437,0.5425130724906921,-0.019515829160809517,0.3515911400318146,0.5496033430099487,-0.0006810793420299888,0.3598906397819519,0.5040110945701599,-0.00859377346932888,0.36423420906066895,0.4766849875450134,-0.016455233097076416,0.36761850118637085,0.4535588026046753,-0.021708155050873756,0.3357466757297516,0.5405817031860352,-0.0021740125957876444,0.34390294551849365,0.48847654461860657,-0.008350588381290436,0.3488880395889282,0.45744067430496216,-0.015525603666901588,0.353850781917572,0.43097245693206787,-0.02066708169877529,0.31855112314224243,0.5409112572669983,-0.005630749277770519,0.32577332854270935,0.48941075801849365,-0.01175435446202755,0.33166781067848206,0.45841071009635925,-0.016513682901859283,0.33838990330696106,0.4326140880584717,-0.01978914998471737,0.29943034052848816,0.5493736267089844,-0.010161001235246658,0.3024236559867859,0.5091172456741333,-0.015027432702481747,0.30673110485076904,0.48285096883773804,-0.01660407893359661,0.3127637207508087,0.45938706398010254,-0.017546065151691437,hello
0.34743091464042664,0.44919008016586304,2.01230960783505e-07,0.37889039516448975,0.4459221661090851,-0.012889409437775612,0.4060037434101105,0.4295870065689087,-0.0174579918384552,0.4212503135204315,0.40106943249702454,-0.021071812137961388,0.4273197650909424,0.3700885474681854,-0.024711638689041138,0.40369993448257446,0.3589884638786316,-0.0063646393828094006,0.41872990131378174,0.3140508532524109,-0.014887748286128044,0.4262146055698395,0.2842943072319031,-0.022967828437685966,0.43207263946533203,0.2580872178077698,-0.028273945674300194,0.3879460096359253,0.34247276186943054,-0.0058914064429700375,0.4038698077201843,0.29317736625671387,-0.012886288575828075,0.41358643770217896,0.2601052224636078,-0.020525416359305382,0.4226694405078888,0.23288889229297638,-0.025707390159368515,0.3702464997768402,0.3350215256214142,-0.0073244571685791016,0.3840813636779785,0.2872737944126129,-0.014028729870915413,0.3941534757614136,0.25654155015945435,-0.01928434707224369,0.40387046337127686,0.23345789313316345,-0.02245049923658371,0.3493790030479431,0.33457404375076294,-0.010164751671254635,0.3597298264503479,0.29630720615386963,-0.016123466193675995,0.3674083352088928,0.2722822427749634,-0.018200047314167023,0.3756439983844757,0.25296589732170105,-0.018864024430513382,hello
0.3514034152030945,0.41628319025039673,2.989928589158808e-07,0.3902939558029175,0.4053192138671875,-0.007894242182374,0.4198329448699951,0.38920512795448303,-0.010016161948442459,0.4376552104949951,0.36200061440467834,-0.012537805363535881,0.44450730085372925,0.3307354152202606,-0.014694384299218655,0.418343186378479,0.32164466381073,0.005053553730249405,0.43471914529800415,0.2790847420692444,-0.0013076828327029943,0.44445404410362244,0.24834953248500824,-0.009295620955526829,0.4528915286064148,0.2202093005180359,-0.014655609615147114,0.4036366045475006,0.3042105734348297,0.003690428799018264,0.4205922484397888,0.2597286105155945,-0.0007756666163913906,0.43273481726646423,0.22797515988349915,-0.00830008089542389,0.4448338747024536,0.2012338489294052,-0.013549179770052433,0.3866865932941437,0.29362812638282776,0.00027521487209014595,0.402281254529953,0.25114911794662476,-0.00479871453717351,0.41433417797088623,0.22047178447246552,-0.010163595899939537,0.4260239601135254,0.19728083908557892,-0.013215822167694569,0.36640068888664246,0.2901335060596466,-0.004280318506062031,0.3790867030620575,0.25321707129478455,-0.008510947227478027,0.38804206252098083,0.22829359769821167,-0.009637454524636269,0.39725008606910706,0.20850646495819092,-0.009414867497980595,hello
0.35419952869415283,0.4101718068122864,1.953793855591357e-07,0.39028799533843994,0.4055509865283966,-0.010560447350144386,0.42080289125442505,0.3893795609474182,-0.013631141744554043,0.43715977668762207,0.3602170944213867,-0.016393601894378662,0.44409266114234924,0.32986971735954285,-0.018843114376068115,0.4211191236972809,0.3179434537887573,0.0006774789653718472,0.43813228607177734,0.27325624227523804,-0.0059705814346671104,0.44600367546081543,0.2448861300945282,-0.013395935297012329,0.452187716960907,0.22012923657894135,-0.018261969089508057,0.40589502453804016,0.30161964893341064,0.0006618549814447761,0.42323315143585205,0.2546229958534241,-0.0042655812576413155,0.4332273602485657,0.22528788447380066,-0.011011435650289059,0.44195669889450073,0.20238351821899414,-0.01569605991244316,0.3889278471469879,0.2920770049095154,-0.0015123593620955944,0.4053477346897125,0.2465197890996933,-0.0065025463700294495,0.41589900851249695,0.21804775297641754,-0.01078413613140583,0.42537280917167664,0.1980331391096115,-0.013295101933181286,0.368782639503479,0.28765666484832764,-0.0050794873386621475,0.3815101981163025,0.2487061619758606,-0.009257655590772629,0.38985997438430786,0.2260662019252777,-0.01014855969697237,0.397996723651886,0.20841392874717712,-0.009985985234379768,hello
0.36116379499435425,0.3777278661727905,3.043234926281002e-07,0.40208280086517334,0.3731761574745178,-0.01153632067143917,0.4326622784137726,0.3607504963874817,-0.015575133264064789,0.45055562257766724,0.3318658471107483,-0.019324319437146187,0.4597613513469696,0.2995556890964508,-0.022827358916401863,0.4348738193511963,0.2885308861732483,-0.0005527104367502034,0.4534999430179596,0.2451172173023224,-0.008898215368390083,0.4644761085510254,0.21399527788162231,-0.01786307990550995,0.4743342995643616,0.18582119047641754,-0.023917051032185555,0.4199512004852295,0.26887577772140503,-0.0008035126375034451,0.44016554951667786,0.223191499710083,-0.00754102086648345,0.45409199595451355,0.19083617627620697,-0.016261965036392212,0.4675951600074768,0.16411402821540833,-0.022303804755210876,0.40254881978034973,0.2572145462036133,-0.0032657950650900602,0.42220088839530945,0.21392372250556946,-0.010507714934647083,0.4358518719673157,0.1831597238779068,-0.017168043181300163,0.44828763604164124,0.16000311076641083,-0.02105971798300743,0.38167738914489746,0.25295180082321167,-0.006996190641075373,0.39675265550613403,0.21660134196281433,-0.013352994807064533,0.40730324387550354,0.19265325367450714,-0.015875419601798058,0.41783714294433594,0.1734248250722885,-0.01658054068684578,hello
0.3739553689956665,0.33391672372817993,3.263413361764833e-07,0.41944897174835205,0.33022916316986084,-0.009442051872611046,0.45329543948173523,0.31741562485694885,-0.010937804356217384,0.47601744532585144,0.2900216579437256,-0.012947182171046734,0.48669105768203735,0.2556634843349457,-0.014510104432702065,0.4592301845550537,0.25189754366874695,0.008434169925749302,0.4817596673965454,0.2128753364086151,0.002187184290960431,0.49581068754196167,0.18494901061058044,-0.00645889388397336,0.5084044933319092,0.1580069214105606,-0.012472608126699924,0.44565004110336304,0.22868755459785461,0.007384471595287323,0.4691642224788666,0.18716123700141907,0.002748232800513506,0.485126256942749,0.16008004546165466,-0.006174365058541298,0.4996906816959381,0.13832542300224304,-0.012505508959293365,0.42931339144706726,0.2119421362876892,0.0037986438255757093,0.4517633318901062,0.1741686761379242,-0.002198287984356284,0.4679507613182068,0.14625057578086853,-0.009242044761776924,0.48251134157180786,0.12439097464084625,-0.013457014225423336,0.4093688726425171,0.20147043466567993,-0.0010825986973941326,0.42899543046951294,0.16664712131023407,-0.006065698806196451,0.44221925735473633,0.14504843950271606,-0.008025864139199257,0.45548826456069946,0.12715062499046326,-0.008457336574792862,hello
0.3903900980949402,0.30286747217178345,2.9738524176536885e-07,0.4314230680465698,0.30879858136177063,-0.010384144261479378,0.464166522026062,0.2993442118167877,-0.0135590685531497,0.4874403476715088,0.2740013599395752,-0.01662008836865425,0.49962499737739563,0.24236662685871124,-0.01951153390109539,0.4752132296562195,0.22808770835399628,-0.0005204999470151961,0.5024752616882324,0.18744972348213196,-0.00828611385077238,0.5180067420005798,0.160148024559021,-0.016347551718354225,0.5312844514846802,0.13589069247245789,-0.021746966987848282,0.4628402292728424,0.20503127574920654,-0.001335107022896409,0.4918372929096222,0.16196495294570923,-0.007208636496216059,0.509543776512146,0.13221615552902222,-0.015361638739705086,0.5248847007751465,0.10847994685173035,-0.021282196044921875,0.44715073704719543,0.18940159678459167,-0.004175032954663038,0.47485265135765076,0.1506538689136505,-0.010174866765737534,0.49279671907424927,0.12411391735076904,-0.016663530841469765,0.5078662633895874,0.1044653058052063,-0.02107243426144123,0.426645964384079,0.17961136996746063,-0.008223696611821651,0.4460676610469818,0.14794006943702698,-0.013657168485224247,0.46011126041412354,0.12722453474998474,-0.01599389873445034,0.47341471910476685,0.1106356680393219,-0.017016755416989326,hello
0.40375441312789917,0.2823220491409302,2.798179252749833e-07,0.44104254245758057,0.2960018813610077,-0.013519073836505413,0.47395890951156616,0.2875383198261261,-0.018709516152739525,0.4967248737812042,0.2621583938598633,-0.023131685331463814,0.5077724456787109,0.2306974083185196,-0.027491196990013123,0.4883449375629425,0.21614311635494232,-0.008064653724431992,0.5181543827056885,0.17243866622447968,-0.018125679343938828,0.5346751809120178,0.14380128681659698,-0.02681099995970726,0.5481753349304199,0.11897355318069458,-0.03237223997712135,0.47556307911872864,0.1929084062576294,-0.008116013370454311,0.5073657631874084,0.1487189680337906,-0.016125712543725967,0.5265731811523438,0.11978279054164886,-0.02411608211696148,0.5423750877380371,0.09778071939945221,-0.029690654948353767,0.45898255705833435,0.1772971749305725,-0.01018146239221096,0.4891074597835541,0.13695037364959717,-0.017677677795290947,0.5074059367179871,0.11089219152927399,-0.023269936442375183,0.5228387713432312,0.09283120930194855,-0.026925010606646538,0.4384879171848297,0.1662452220916748,-0.01371812354773283,0.45905810594558716,0.1332922875881195,-0.020364705473184586,0.4732779860496521,0.11348354816436768,-0.022711459547281265,0.4866020083427429,0.09884026646614075,-0.02367856167256832,hello
